,Unnamed: 0,object,image,state,adj,words_w2v
0,49,pot,pot_open.jpg,a,open,pot
1,217,napkin,napkin_unfolded.jpg,b,unfolded,napkin
2,79,straw,straw_bent.jpg,a,bent,straw
3,157,backpack,backpack_closed.jpg,b,closed,backpack
4,110,cup,cup_dirty.jpg,a,dirty,cup
5,18,filefolder,filefolder_open.jpg,a,open,file folder
6,253,spoon,spoon_clean.jpg,b,clean,spoon
7,213,blanket,blanket_unfolded.jpg,b,unfolded,blanket
8,208,garlic,garlic_unpeeled.jpg,b,unpeeled,garlic
9,81,waterpipe,waterpipe_bent.jpg,a,bent,waterpipe
10,177,wallet,wallet_closed.jpg,b,closed,wallet
11,287,sugarpacket,sugarpacket_whole.jpg,b,whole,sugar packet
12,216,sweater,sweater_unfolded.jpg,b,unfolded,sweater
13,204,pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
14,195,treasurechest,treasurechest_closed.jpg,b,closed,treasure chest
15,255,stovetop,stovetop_clean.jpg,b,clean,stovetop
16,209,banana,banana_unpeeled.jpg,b,unpeeled,banana
17,143,garbagecan,garbagecan_empty.jpg,a,empty,garbage can
18,293,eggcarton,eggcarton_full.jpg,b,full,egg carton
19,126,fence,fence_broken.jpg,a,broken,fence
20,8,can,can_open.jpg,a,open,can
21,98,dish,dish_dirty.jpg,a,dirty,dish
22,96,staircase,staircase_curved.jpg,a,curved,staircase
23,290,jar,jar_full.jpg,b,full,jar
24,170,gate,gate_closed.jpg,b,closed,gate
25,191,eye,eye_closed.jpg,b,closed,eye
26,294,wineglass,wineglass_full.jpg,b,full,wineglass
27,262,couch,couch_clean.jpg,b,clean,couch
28,234,paperclip,paperclip_straight.jpg,b,straight,paperclip
29,68,sweater,sweater_folded.jpg,a,folded,sweater
30,232,nail,nail_straight.jpg,b,straight,nail
31,51,kiwi,kiwi_sliced.jpg,a,sliced,kiwi
32,251,gloves,gloves_clean.jpg,b,clean,gloves
33,139,sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
34,147,shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
35,15,stapler,stapler_open.jpg,a,open,stapler
36,197,pot,pot_closed.jpg,b,closed,pot
37,256,bucket,bucket_clean.jpg,b,clean,bucket
38,212,onion,onion_unpeeled.jpg,b,unpeeled,onion
39,166,filefolder,filefolder_closed.jpg,b,closed,file folder
40,125,egg,egg_broken.jpg,a,broken,egg
41,13,dishwasher,dishwasher_open.jpg,a,open,dishwasher
42,72,lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
43,224,bill,bill_unrolled.jpg,b,unrolled,bill
44,258,cup,cup_clean.jpg,b,clean,cup
45,159,cabinet,cabinet_closed.jpg,b,closed,cabinet
46,4,milkcarton,milkcarton_open.jpg,a,open,milk carton
47,91,magnet,magnet_bent.jpg,a,bent,magnet
48,198,pizza,pizza_unsliced.jpg,b,unsliced,pizza
49,37,marker,marker_open.jpg,a,open,marker
50,61,banana,banana_peeled.jpg,a,peeled,banana
51,138,naan,naan_ripped.jpg,a,ripped,naan
52,23,lock,lock_open.jpg,a,open,lock
53,261,potato,potato_clean.jpg,b,clean,potato
54,134,table,table_broken.jpg,a,broken,table
55,121,cracker,cracker_broken.jpg,a,broken,cracker
56,109,shoe,shoe_dirty.jpg,a,dirty,shoe
57,156,can,can_closed.jpg,b,closed,can
58,34,chapstick,chapstick_open.jpg,a,open,chapstick
59,246,dish,dish_clean.jpg,b,clean,dish
60,71,ladder,ladder_folded.jpg,a,folded,ladder
61,115,pig,pig_dirty.jpg,a,dirty,pig
62,182,chapstick,chapstick_closed.jpg,b,closed,chapstick
63,123,vase,vase_broken.jpg,a,broken,vase
64,185,marker,marker_closed.jpg,b,closed,marker
65,69,napkin,napkin_folded.jpg,a,folded,napkin
66,57,bread,bread_sliced.jpg,a,sliced,bread
67,171,lock,lock_closed.jpg,b,closed,lock
68,163,stapler,stapler_closed.jpg,b,closed,stapler
69,141,chipbag,chipbag_ripped.jpg,a,ripped,chip bag
70,22,gate,gate_open.jpg,a,open,gate
71,220,lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
72,289,chipbag,chipbag_whole.jpg,b,whole,chip bag
73,128,tire,tire_broken.jpg,a,broken,tire
74,278,pencil,pencil_whole.jpg,b,whole,pencil
75,133,plate,plate_broken.jpg,a,broken,plate
76,271,vase,vase_whole.jpg,b,whole,vase
77,55,salami,salami_sliced.jpg,a,sliced,salami
78,282,table,table_whole.jpg,b,whole,table
79,77,sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
80,97,boot,boot_dirty.jpg,a,dirty,boot
81,223,rug,rug_unrolled.jpg,b,unrolled,rug
82,239,magnet,magnet_straight.jpg,b,straight,magnet
83,215,paper,paper_unfolded.jpg,b,unfolded,paper
84,60,garlic,garlic_peeled.jpg,a,peeled,garlic
85,130,pencil,pencil_broken.jpg,a,broken,pencil
86,270,chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
87,164,door,door_closed.jpg,b,closed,door
88,229,waterpipe,waterpipe_straight.jpg,b,straight,waterpipe
89,244,staircase,staircase_straight.jpg,b,straight,staircase
90,205,bread,bread_unsliced.jpg,b,unsliced,bread
91,76,bill,bill_rolled.jpg,a,rolled,bill
92,105,spoon,spoon_dirty.jpg,a,dirty,spoon
93,78,yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
94,65,blanket,blanket_folded.jpg,a,folded,blanket
95,187,scissors,scissors_closed.jpg,b,closed,scissors
96,99,car,car_dirty.jpg,a,dirty,car
97,83,safetypin,safetypin_bent.jpg,a,bent,safety pin
98,50,pizza,pizza_sliced.jpg,a,sliced,pizza
99,165,chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
100,122,chocolatebar,chocolatebar_broken.jpg,a,broken,chocolate bar
101,84,nail,nail_bent.jpg,a,bent,nail
