,Unnamed: 0,object,image,state,adj,words_w2v
0,8,can,can_open.jpg,a,open,can
1,115,pig,pig_dirty.jpg,a,dirty,pig
2,158,waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
3,268,cookie,cookie_whole.jpg,b,whole,cookie
4,137,envelope,envelope_ripped.jpg,a,ripped,envelope
5,251,gloves,gloves_clean.jpg,b,clean,gloves
6,147,shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
7,16,door,door_open.jpg,a,open,door
8,197,pot,pot_closed.jpg,b,closed,pot
9,103,gloves,gloves_dirty.jpg,a,dirty,gloves
10,202,watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
11,281,plate,plate_whole.jpg,b,whole,plate
12,99,car,car_dirty.jpg,a,dirty,car
13,15,stapler,stapler_open.jpg,a,open,stapler
14,152,milkcarton,milkcarton_closed.jpg,b,closed,milk carton
15,177,wallet,wallet_closed.jpg,b,closed,wallet
16,139,sugarpacket,sugarpacket_ripped.jpg,a,ripped,sugar packet
17,291,garbagecan,garbagecan_full.jpg,b,full,garbage can
18,290,jar,jar_full.jpg,b,full,jar
19,276,tire,tire_whole.jpg,b,whole,tire
20,279,piggybank,piggybank_whole.jpg,b,whole,piggybank
21,295,shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
22,37,marker,marker_open.jpg,a,open,marker
23,125,egg,egg_broken.jpg,a,broken,egg
24,68,sweater,sweater_folded.jpg,a,folded,sweater
25,256,bucket,bucket_clean.jpg,b,clean,bucket
26,244,staircase,staircase_straight.jpg,b,straight,staircase
27,143,garbagecan,garbagecan_empty.jpg,a,empty,garbage can
28,204,pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
29,130,pencil,pencil_broken.jpg,a,broken,pencil
30,13,dishwasher,dishwasher_open.jpg,a,open,dishwasher
31,55,salami,salami_sliced.jpg,a,sliced,salami
32,75,rug,rug_rolled.jpg,a,rolled,rug
33,167,fridge,fridge_closed.jpg,b,closed,fridge
34,22,gate,gate_open.jpg,a,open,gate
35,34,chapstick,chapstick_open.jpg,a,open,chapstick
36,286,naan,naan_whole.jpg,b,whole,naan
37,72,lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
38,131,piggybank,piggybank_broken.jpg,a,broken,piggybank
39,175,cdplayer,cdplayer_closed.jpg,b,closed,cd player
40,262,couch,couch_clean.jpg,b,clean,couch
41,133,plate,plate_broken.jpg,a,broken,plate
42,222,shoelace,shoelace_untied.jpg,b,untied,shoelace
43,21,juicebottle,juicebottle_open.jpg,a,open,juice bottle
44,226,yogamat,yogamat_unrolled.jpg,b,unrolled,yoga mat
45,161,dishwasher,dishwasher_closed.jpg,b,closed,dishwasher
46,71,ladder,ladder_folded.jpg,a,folded,ladder
47,47,treasurechest,treasurechest_open.jpg,a,open,treasure chest
48,208,garlic,garlic_unpeeled.jpg,b,unpeeled,garlic
49,124,glasses,glasses_broken.jpg,a,broken,glasses
50,17,chestofdrawers,chestofdrawers_open.jpg,a,open,chest of drawers
51,4,milkcarton,milkcarton_open.jpg,a,open,milk carton
52,109,shoe,shoe_dirty.jpg,a,dirty,shoe
53,169,juicebottle,juicebottle_closed.jpg,b,closed,juice bottle
54,43,eye,eye_open.jpg,a,open,eye
55,19,fridge,fridge_open.jpg,a,open,fridge
56,274,fence,fence_whole.jpg,b,whole,fence
57,269,cracker,cracker_whole.jpg,b,whole,cracker
58,126,fence,fence_broken.jpg,a,broken,fence
59,293,eggcarton,eggcarton_full.jpg,b,full,egg carton
60,23,lock,lock_open.jpg,a,open,lock
61,67,paper,paper_folded.jpg,a,folded,paper
62,246,dish,dish_clean.jpg,b,clean,dish
63,216,sweater,sweater_unfolded.jpg,b,unfolded,sweater
64,129,cigarette,cigarette_broken.jpg,a,broken,cigarette
65,165,chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
66,200,lime,lime_unsliced.jpg,b,unsliced,lime
67,223,rug,rug_unrolled.jpg,b,unrolled,rug
