,Unnamed: 0,object,image,state,adj,words_w2v
0,54,watermelon,watermelon_sliced.jpg,a,sliced,watermelon
1,213,blanket,blanket_unfolded.jpg,b,unfolded,blanket
2,285,envelope,envelope_whole.jpg,b,whole,envelope
3,211,orange,orange_unpeeled.jpg,b,unpeeled,orange
4,67,paper,paper_folded.jpg,a,folded,paper
5,253,spoon,spoon_clean.jpg,b,clean,spoon
6,164,door,door_closed.jpg,b,closed,door
7,8,can,can_open.jpg,a,open,can
8,97,boot,boot_dirty.jpg,a,dirty,boot
9,2,seatbelt,seatbelt_open.jpg,a,open,seatbelt
10,52,lime,lime_sliced.jpg,a,sliced,lime
11,103,gloves,gloves_dirty.jpg,a,dirty,gloves
12,255,stovetop,stovetop_clean.jpg,b,clean,stovetop
13,185,marker,marker_closed.jpg,b,closed,marker
14,256,bucket,bucket_clean.jpg,b,clean,bucket
15,53,pickle,pickle_sliced.jpg,a,sliced,pickle
16,83,safetypin,safetypin_bent.jpg,a,bent,safety pin
17,26,microwave,microwave_open.jpg,a,open,microwave
18,76,bill,bill_rolled.jpg,a,rolled,bill
19,170,gate,gate_closed.jpg,b,closed,gate
20,184,laptop,laptop_closed.jpg,b,closed,laptop
21,47,treasurechest,treasurechest_open.jpg,a,open,treasure chest
22,278,pencil,pencil_whole.jpg,b,whole,pencil
23,268,cookie,cookie_whole.jpg,b,whole,cookie
24,68,sweater,sweater_folded.jpg,a,folded,sweater
25,93,road,road_curved.jpg,a,curved,road
26,158,waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
27,232,nail,nail_straight.jpg,b,straight,nail
28,220,lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
29,111,hands,hands_dirty.jpg,a,dirty,hands
30,65,blanket,blanket_folded.jpg,a,folded,blanket
31,289,chipbag,chipbag_whole.jpg,b,whole,chip bag
32,114,couch,couch_dirty.jpg,a,dirty,couch
33,131,piggybank,piggybank_broken.jpg,a,broken,piggybank
34,146,wineglass,wineglass_empty.jpg,a,empty,wineglass
35,27,cdplayer,cdplayer_open.jpg,a,open,cd player
36,128,tire,tire_broken.jpg,a,broken,tire
37,171,lock,lock_closed.jpg,b,closed,lock
38,141,chipbag,chipbag_ripped.jpg,a,ripped,chip bag
39,143,garbagecan,garbagecan_empty.jpg,a,empty,garbage can
40,70,towel,towel_folded.jpg,a,folded,towel
41,166,filefolder,filefolder_closed.jpg,b,closed,file folder
42,130,pencil,pencil_broken.jpg,a,broken,pencil
43,10,waterbottle,waterbottle_open.jpg,a,open,waterbottle
44,121,cracker,cracker_broken.jpg,a,broken,cracker
45,260,soccerball,soccerball_clean.jpg,b,clean,soccerball
46,126,fence,fence_broken.jpg,a,broken,fence
47,57,bread,bread_sliced.jpg,a,sliced,bread
48,81,waterpipe,waterpipe_bent.jpg,a,bent,waterpipe
49,49,pot,pot_open.jpg,a,open,pot
50,157,backpack,backpack_closed.jpg,b,closed,backpack
51,246,dish,dish_clean.jpg,b,clean,dish
52,16,door,door_open.jpg,a,open,door
53,21,juicebottle,juicebottle_open.jpg,a,open,juice bottle
54,291,garbagecan,garbagecan_full.jpg,b,full,garbage can
55,78,yogamat,yogamat_rolled.jpg,a,rolled,yoga mat
56,245,boot,boot_clean.jpg,b,clean,boot
57,279,piggybank,piggybank_whole.jpg,b,whole,piggybank
58,11,cabinet,cabinet_open.jpg,a,open,cabinet
59,107,stovetop,stovetop_dirty.jpg,a,dirty,stovetop
60,223,rug,rug_unrolled.jpg,b,unrolled,rug
61,71,ladder,ladder_folded.jpg,a,folded,ladder
62,58,apple,apple_sliced.jpg,a,sliced,apple
63,86,paperclip,paperclip_bent.jpg,a,bent,paperclip
64,55,salami,salami_sliced.jpg,a,sliced,salami
65,276,tire,tire_whole.jpg,b,whole,tire
66,212,onion,onion_unpeeled.jpg,b,unpeeled,onion
67,150,seatbelt,seatbelt_closed.jpg,b,closed,seatbelt
68,91,magnet,magnet_bent.jpg,a,bent,magnet
69,43,eye,eye_open.jpg,a,open,eye
70,229,waterpipe,waterpipe_straight.jpg,b,straight,waterpipe
71,4,milkcarton,milkcarton_open.jpg,a,open,milk carton
72,282,table,table_whole.jpg,b,whole,table
73,36,laptop,laptop_open.jpg,a,open,laptop
74,39,scissors,scissors_open.jpg,a,open,scissors
75,204,pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
76,72,lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
77,219,ladder,ladder_unfolded.jpg,b,unfolded,ladder
78,269,cracker,cracker_whole.jpg,b,whole,cracker
79,22,gate,gate_open.jpg,a,open,gate
80,50,pizza,pizza_sliced.jpg,a,sliced,pizza
81,64,onion,onion_peeled.jpg,a,peeled,onion
82,19,fridge,fridge_open.jpg,a,open,fridge
83,63,orange,orange_peeled.jpg,a,peeled,orange
84,51,kiwi,kiwi_sliced.jpg,a,sliced,kiwi
85,290,jar,jar_full.jpg,b,full,jar
86,292,hamper,hamper_full.jpg,b,full,hamper
87,56,pineapple,pineapple_sliced.jpg,a,sliced,pineapple
88,191,eye,eye_closed.jpg,b,closed,eye
89,177,wallet,wallet_closed.jpg,b,closed,wallet
90,174,microwave,microwave_closed.jpg,b,closed,microwave
91,3,book,book_open.jpg,a,open,book
