,Unnamed: 0,object,image,state,adj,words_w2v
0,157,backpack,backpack_closed.jpg,b,closed,backpack
1,286,naan,naan_whole.jpg,b,whole,naan
2,220,lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
3,206,apple,apple_unsliced.jpg,b,unsliced,apple
4,178,suitcase,suitcase_closed.jpg,b,closed,suitcase
5,253,spoon,spoon_clean.jpg,b,clean,spoon
6,150,seatbelt,seatbelt_closed.jpg,b,closed,seatbelt
7,34,chapstick,chapstick_open.jpg,a,open,chapstick
8,198,pizza,pizza_unsliced.jpg,b,unsliced,pizza
9,52,lime,lime_sliced.jpg,a,sliced,lime
10,158,waterbottle,waterbottle_closed.jpg,b,closed,waterbottle
11,107,stovetop,stovetop_dirty.jpg,a,dirty,stovetop
12,166,filefolder,filefolder_closed.jpg,b,closed,file folder
13,4,milkcarton,milkcarton_open.jpg,a,open,milk carton
14,257,shoe,shoe_clean.jpg,b,clean,shoe
15,19,fridge,fridge_open.jpg,a,open,fridge
16,75,rug,rug_rolled.jpg,a,rolled,rug
17,234,paperclip,paperclip_straight.jpg,b,straight,paperclip
18,110,cup,cup_dirty.jpg,a,dirty,cup
19,97,boot,boot_dirty.jpg,a,dirty,boot
20,273,egg,egg_whole.jpg,b,whole,egg
21,137,envelope,envelope_ripped.jpg,a,ripped,envelope
22,287,sugarpacket,sugarpacket_whole.jpg,b,whole,sugar packet
23,224,bill,bill_unrolled.jpg,b,unrolled,bill
24,105,spoon,spoon_dirty.jpg,a,dirty,spoon
25,67,paper,paper_folded.jpg,a,folded,paper
26,108,bucket,bucket_dirty.jpg,a,dirty,bucket
27,195,treasurechest,treasurechest_closed.jpg,b,closed,treasure chest
28,124,glasses,glasses_broken.jpg,a,broken,glasses
29,281,plate,plate_whole.jpg,b,whole,plate
30,187,scissors,scissors_closed.jpg,b,closed,scissors
31,26,microwave,microwave_open.jpg,a,open,microwave
32,292,hamper,hamper_full.jpg,b,full,hamper
33,22,gate,gate_open.jpg,a,open,gate
34,165,chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
35,113,potato,potato_dirty.jpg,a,dirty,potato
36,216,sweater,sweater_unfolded.jpg,b,unfolded,sweater
37,61,banana,banana_peeled.jpg,a,peeled,banana
38,140,notepad,notepad_ripped.jpg,a,ripped,notepad
39,11,cabinet,cabinet_open.jpg,a,open,cabinet
40,120,cookie,cookie_broken.jpg,a,broken,cookie
41,285,envelope,envelope_whole.jpg,b,whole,envelope
42,294,wineglass,wineglass_full.jpg,b,full,wineglass
43,138,naan,naan_ripped.jpg,a,ripped,naan
44,10,waterbottle,waterbottle_open.jpg,a,open,waterbottle
45,37,marker,marker_open.jpg,a,open,marker
46,271,vase,vase_whole.jpg,b,whole,vase
47,283,chain,chain_whole.jpg,b,whole,chain
48,159,cabinet,cabinet_closed.jpg,b,closed,cabinet
49,135,chain,chain_broken.jpg,a,broken,chain
50,261,potato,potato_clean.jpg,b,clean,potato
51,9,backpack,backpack_open.jpg,a,open,backpack
52,209,banana,banana_unpeeled.jpg,b,unpeeled,banana
53,174,microwave,microwave_closed.jpg,b,closed,microwave
54,81,waterpipe,waterpipe_bent.jpg,a,bent,waterpipe
55,152,milkcarton,milkcarton_closed.jpg,b,closed,milk carton
56,128,tire,tire_broken.jpg,a,broken,tire
57,151,book,book_closed.jpg,b,closed,book
58,96,staircase,staircase_curved.jpg,a,curved,staircase
59,218,towel,towel_unfolded.jpg,b,unfolded,towel
60,8,can,can_open.jpg,a,open,can
61,290,jar,jar_full.jpg,b,full,jar
62,134,table,table_broken.jpg,a,broken,table
63,91,magnet,magnet_bent.jpg,a,bent,magnet
64,145,eggcarton,eggcarton_empty.jpg,a,empty,egg carton
65,147,shoppingcart,shoppingcart_empty.jpg,a,empty,shopping cart
66,259,hands,hands_clean.jpg,b,clean,hands
67,171,lock,lock_closed.jpg,b,closed,lock
68,169,juicebottle,juicebottle_closed.jpg,b,closed,juice bottle
69,16,door,door_open.jpg,a,open,door
70,56,pineapple,pineapple_sliced.jpg,a,sliced,pineapple
71,126,fence,fence_broken.jpg,a,broken,fence
72,182,chapstick,chapstick_closed.jpg,b,closed,chapstick
73,247,car,car_clean.jpg,b,clean,car
74,215,paper,paper_unfolded.jpg,b,unfolded,paper
75,77,sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
76,98,dish,dish_dirty.jpg,a,dirty,dish
77,71,ladder,ladder_folded.jpg,a,folded,ladder
78,13,dishwasher,dishwasher_open.jpg,a,open,dishwasher
79,83,safetypin,safetypin_bent.jpg,a,bent,safety pin
80,69,napkin,napkin_folded.jpg,a,folded,napkin
81,295,shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
82,74,shoelace,shoelace_tied.jpg,a,tied,shoelace
83,255,stovetop,stovetop_clean.jpg,b,clean,stovetop
84,109,shoe,shoe_dirty.jpg,a,dirty,shoe
85,201,pickle,pickle_unsliced.jpg,b,unsliced,pickle
86,244,staircase,staircase_straight.jpg,b,straight,staircase
87,36,laptop,laptop_open.jpg,a,open,laptop
88,246,dish,dish_clean.jpg,b,clean,dish
89,288,notepad,notepad_whole.jpg,b,whole,notepad
90,127,mirror,mirror_broken.jpg,a,broken,mirror
91,202,watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
92,86,paperclip,paperclip_bent.jpg,a,bent,paperclip
93,99,car,car_dirty.jpg,a,dirty,car
94,251,gloves,gloves_clean.jpg,b,clean,gloves
95,270,chocolatebar,chocolatebar_whole.jpg,b,whole,chocolate bar
96,65,blanket,blanket_folded.jpg,a,folded,blanket
97,203,salami,salami_unsliced.jpg,b,unsliced,salami
98,70,towel,towel_folded.jpg,a,folded,towel
99,232,nail,nail_straight.jpg,b,straight,nail
100,167,fridge,fridge_closed.jpg,b,closed,fridge
101,191,eye,eye_closed.jpg,b,closed,eye
102,114,couch,couch_dirty.jpg,a,dirty,couch
103,210,carrot,carrot_unpeeled.jpg,b,unpeeled,carrot
