,Unnamed: 0,object,image,state,adj,words_w2v
0,103,gloves,gloves_dirty.jpg,a,dirty,gloves
1,145,eggcarton,eggcarton_empty.jpg,a,empty,egg carton
2,39,scissors,scissors_open.jpg,a,open,scissors
3,286,naan,naan_whole.jpg,b,whole,naan
4,10,waterbottle,waterbottle_open.jpg,a,open,waterbottle
5,114,couch,couch_dirty.jpg,a,dirty,couch
6,202,watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
7,124,glasses,glasses_broken.jpg,a,broken,glasses
8,26,microwave,microwave_open.jpg,a,open,microwave
9,170,gate,gate_closed.jpg,b,closed,gate
10,182,chapstick,chapstick_closed.jpg,b,closed,chapstick
11,47,treasurechest,treasurechest_open.jpg,a,open,treasure chest
12,167,fridge,fridge_closed.jpg,b,closed,fridge
13,91,magnet,magnet_bent.jpg,a,bent,magnet
14,98,dish,dish_dirty.jpg,a,dirty,dish
15,165,chestofdrawers,chestofdrawers_closed.jpg,b,closed,chest of drawers
16,287,sugarpacket,sugarpacket_whole.jpg,b,whole,sugar packet
17,138,naan,naan_ripped.jpg,a,ripped,naan
18,29,wallet,wallet_open.jpg,a,open,wallet
19,253,spoon,spoon_clean.jpg,b,clean,spoon
20,75,rug,rug_rolled.jpg,a,rolled,rug
21,288,notepad,notepad_whole.jpg,b,whole,notepad
22,219,ladder,ladder_unfolded.jpg,b,unfolded,ladder
23,69,napkin,napkin_folded.jpg,a,folded,napkin
24,245,boot,boot_clean.jpg,b,clean,boot
25,77,sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
26,292,hamper,hamper_full.jpg,b,full,hamper
27,216,sweater,sweater_unfolded.jpg,b,unfolded,sweater
28,255,stovetop,stovetop_clean.jpg,b,clean,stovetop
29,120,cookie,cookie_broken.jpg,a,broken,cookie
30,184,laptop,laptop_closed.jpg,b,closed,laptop
31,17,chestofdrawers,chestofdrawers_open.jpg,a,open,chest of drawers
32,258,cup,cup_clean.jpg,b,clean,cup
33,9,backpack,backpack_open.jpg,a,open,backpack
34,144,hamper,hamper_empty.jpg,a,empty,hamper
35,133,plate,plate_broken.jpg,a,broken,plate
36,19,fridge,fridge_open.jpg,a,open,fridge
37,247,car,car_clean.jpg,b,clean,car
38,169,juicebottle,juicebottle_closed.jpg,b,closed,juice bottle
39,84,nail,nail_bent.jpg,a,bent,nail
40,290,jar,jar_full.jpg,b,full,jar
